1831
1581
1415
1086
1199
1078
1292
1471
1820
1587
1832
1482
1257
1171
1561
2092
1861
1954
1523
2052
1139
1670
1445
1403
2098
1672
1466
2028
1800
2151
2073
1906
2029
2225
2253
2007
2615
1658
1667
1977
2266
1614
2189
1892
1138
1493
1780
1781
2336
1935
1302
2050
1686
2221
1420
994
1706
2224
1869
1650
1845
1321
1832
1779
2600
1830
3028
2127
2989
2656
2320
1937
1933
1355
1492
1435
2315
1820
2054
2049
3604
2043
2363
2562
2622
1964
1965
2813
2376
2213
2538
2031
2524
1918
